Name	Unique?	 Length	Minimized1 Length	Unrolled length	Lossless?	Mirrored in Patterns?	Inverted in Patterns?	Flipped in Patterns?
Little_Knots	True	11	14	11	True	False	False	False
Little_Lacy_Lattice	True	33	33	33	True	False	False	False
Little_Lacy_Lattice_2	True	34	37	34	True	False	False	False
Little_Lacy_Lattice_3	True	18	20	18	True	False	False	False
little_leaf_stripe	True	17	21	17	True	False	False	False
Little_Lines	True	9	43	8	True	False	False	True
Little_Parachutes	True	48	48	48	True	False	False	True
Little_peacock	True	10	18	10	True	False	False	False
Little_promenade	True	17	17	17	True	True	False	False
Little_promenade_2	True	34	34	34	True	False	False	False
Little_Shell_Rib	True	14	14	14	True	False	False	False
Little_Shell_Rib_(copy)	True	12	12	12	True	False	False	False
Little_twist	True	20	20	20	True	False	False	False
Little_twist_2	True	44	58	44	True	False	False	False
Little_twist_3	True	19	23	19	True	False	False	False
Little_twist_4	True	15	15	15	True	False	False	False
Little_twist_5	True	13	19	13	True	False	False	False
Little_twist_6	True	10	13	10	True	False	False	False
Little_twist_7	True	13	17	13	True	False	False	False
Little_twist_8A	True	17	17	17	True	False	False	False
Little_twist_8B	True	17	17	17	True	False	False	False
Little_twist_8C	True	17	17	17	True	False	False	False
little_v&#x27;s	True	8	8	8	True	False	False	False
Little_Wave	True	40	62	40	True	False	False	False
little_waves_brioche	True	31	31	28	True	False	False	False
little_waves_brioche_(copy)	True	29	29	23	True	False	False	False
Little_zigzag_lace	True	21	21	21	True	False	False	False
Little_zigzag_lace_2	True	17	17	17	True	False	False	False
LIV	True	15	15	15	True	False	False	False
Lizard_hat_decreases	True	22	196	18	True	False	False	False
lizard_ridge_variation	True	50	154	50	True	False	False	False
lizard_ridge_variation_(copy)	True	18	101	18	True	False	False	True
Lizzy_triangle_2	True	51	79	51	True	False	False	False
LKS-LK10_Titled_Block	True	80	133	80	True	False	False	False
Lobed_Leaf_Pattern	True	106	136	92	True	False	False	False
Lobsters	True	172	424	219	True	False	False	False
Lobster_claw	True	11	11	11	True	False	False	False
Loch-Zopf-Muster	True	76	76	76	True	False	False	False
Lochmuster-Raute	True	214	378	170	True	False	False	False
Lochmuster-Raute_2	True	102	120	102	True	False	False	False
Lochmuster-Rippen_R10	True	49	54	49	True	False	False	False
Lochmuster	True	32	122	32	True	True	False	False
Lochmusterspalte	True	25	37	25	True	False	False	False
Lochmusterspalte_2	True	19	19	19	True	False	False	False
Lochmusterstreifen	True	14	14	14	True	False	False	False
Lochmusterstreifen_(4M)	True	12	12	12	True	False	False	False
Lochmusterstreifen_(4M+1)	True	15	15	15	True	False	False	False
Lochmusterstreifen_(4M+2)	True	18	18	18	True	False	False	False
Lochmusterstreifen_(4M+3)	True	18	21	18	True	False	False	False
Lochmuster_(1)	True	8	8	8	True	False	False	False
Lochmuster_(2)	True	8	8	8	True	False	False	False
Lochmuster_(flat)	True	90	170	88	True	False	False	False
Lochmuster_10	True	37	49	37	True	False	False	False
Lochmuster_11	True	10	10	10	True	False	False	False
Lochmuster_12	True	41	41	41	True	False	False	False
Lochmuster_13	True	3	3	3	True	False	False	False
Lochmuster_14	True	74	134	64	True	True	False	False
Lochmuster_15	True	19	23	19	True	False	False	False
Lochmuster_16	True	8	8	8	True	False	False	False
Lochmuster_17	True	29	31	28	True	False	False	False
Lochmuster_18	True	47	56	47	True	False	False	False
Lochmuster_19	True	48	87	48	True	False	False	False
Lochmuster_2	True	28	28	28	True	False	False	False
Lochmuster_21	True	9	9	9	True	False	False	False
Lochmuster_22	True	72	105	72	True	False	False	False
Lochmuster_23	True	9	9	9	True	False	False	False
Lochmuster_24	True	5	5	5	True	False	False	False
Lochmuster_25	True	6	6	6	True	False	False	False
Lochmuster_26	True	22	22	22	True	False	False	False
Lochmuster_27	True	37	49	37	True	False	False	False
Lochmuster_28	True	7	7	7	True	False	False	False
Lochmuster_29	True	90	170	88	True	False	False	False
Lochmuster_2_(flat)	True	108	276	108	True	False	False	False
Lochmuster_3	True	33	45	33	True	False	False	False
Lochmuster_30	True	93	106	93	True	False	False	False
Lochmuster_4	True	14	14	14	True	False	False	False
Lochmuster_5	True	31	53	31	True	False	False	False
Lochmuster_6	True	21	21	21	True	False	False	False
Lochmuster_7	True	9	9	9	True	False	False	False
Lochmuster_8	True	10	10	10	True	False	False	False
Lochmuster_f	True	103	219	99	True	False	False	False
Lochmuster_mit_Abnahmen	True	100	213	100	True	False	False	False
Lochmuster_nach_Stickvorbild_(III)_montricot_348	True	12	15	12	True	False	False	False
Lochmuster_Yolanda	True	31	31	31	True	False	False	False
Lochmuster_Yolanda_(flat)	True	38	38	38	True	False	False	False
Loch_an_Loch	True	41	77	41	True	False	False	False
Loft_Lace	True	40	40	40	True	False	False	False
Logjam	True	26	36	26	True	False	False	False
Logjam_2	True	16	16	16	True	True	False	True
Log_cabin	True	24	28	24	True	False	False	False
Log_cabin_elongated	True	24	28	24	True	False	False	False
Lois_Left	True	21	27	13	True	False	False	False
Lois_Right	True	21	27	13	True	False	False	False
Lollipop	True	22	22	22	True	True	False	False
Longleaf	True	36	54	36	True	False	False	False
Longways	True	16	18	16	True	False	False	False
Long_Feathers	True	60	60	60	True	False	False	False
Long_Leaf	True	83	97	83	True	False	False	False
Long_Leaf_(omitting_purl_rows)	True	82	96	82	True	False	False	False
Long_Leaf_(omitting_purl_rows)_(doubling)	True	82	96	82	True	False	False	False
Long_leaf_attempt	True	22	46	22	True	False	False	False
Long_leaves	True	171	171	171	True	False	False	False
Long_leaves_(worked_every_round)	True	162	162	162	True	False	False	False
long_panel	True	116	210	108	True	True	False	False
Long_trip_2	True	20	21	20	True	False	False	False
Long_wave	True	105	145	105	True	False	False	False
Loop-the-Loop	True	166	394	141	True	False	False	False
Looping_Wave	True	81	273	79	True	False	False	False
Loop_The_Loop	False	21	244	21	True	False	False	False
Loop_The_Loop_2	False	21	244	21	True	False	False	False
Loose_braids	True	58	58	58	True	False	False	False
Loose_Lattice_Lace	True	50	60	50	True	False	False	False
Lorgnette_Cable	True	85	260	85	True	False	False	False
Lorgnette_Cable_(Shortened)	True	88	222	88	True	False	False	False
Lorraine	True	38	38	38	True	False	False	False
Lost_cherry_lace	True	87	91	82	True	False	False	False
Lost_feather	True	17	17	17	True	False	False	False
Lost_lace	True	61	67	61	True	False	False	False
Los_Monos_Locos_Socks	True	36	161	60	True	False	False	False
Lotus-Modefied	True	178	308	178	True	True	False	False
Lotus	True	68	68	68	True	False	False	False
Lotus_2	True	80	80	80	True	False	False	False
Lotus_3	True	4	13	4	True	False	False	True
Lotus_Blossom	True	78	78	78	True	False	False	False
Lotus_Blossom_-_neuer_Schnitt	True	142	172	138	True	False	False	False
Lotus_Blossom_2	True	85	140	72	True	False	False	False
Lotus_Blossom_MODIFIED_In_the_round	True	348	348	348	True	False	False	False
Lotus_decrease	True	77	129	76	True	False	False	False
Lotus_Flower	True	155	292	143	True	False	False	False
Lotus_Square	True	147	263	135	True	False	False	False
Lotus_Stitch	True	21	21	21	True	False	False	False
Louisa	True	37	37	37	True	True	False	False
Love	True	240	240	102	True	False	False	False
Lovely	True	7	7	7	True	False	False	False
Lovely_Bubbles	True	65	223	19	True	False	False	True
Love_from_Taos	True	36	78	32	True	False	False	False
Love_in_a_mist	True	93	93	74	True	False	False	False
Love_Triangle_Panel	True	87	162	80	True	False	False	False
Love_you	True	112	112	112	True	False	False	False
Lozenge	True	38	38	38	True	False	False	False
Lozenges	True	31	31	31	True	False	False	False
LP_Parasol	True	83	241	79	True	False	False	False
Lucia	True	46	46	46	True	False	False	False
Lucille_Scarf_st	True	12	140	12	True	False	False	False
Lucina_Shell_45_deg_quarter_panel	True	332	1012	335	True	False	False	False
Lucina_Shell_Pattern_-_6_stitch_variation	True	26	26	26	True	False	False	False
Lucky	True	111	166	108	True	False	False	False
Lullaby	True	68	114	67	True	False	False	False
Lullaby_top_down	True	68	114	67	True	False	False	False
Luna	True	17	17	17	True	True	False	False
lunar_2	True	185	537	127	True	False	False	False
Lunasa_WIP	True	164	164	54	True	False	False	False
Lupine_Lace_Design	True	235	299	123	True	True	False	False
Lurline,_v2	True	34	65	34	True	False	False	False
Lux	True	33	33	33	True	True	False	False
Lux_2	True	35	35	35	True	True	False	False
Lux_3	True	56	56	56	True	True	False	False
Lux_4	True	43	43	43	True	False	False	False
Lyncopod_Chart_B	True	162	211	162	True	False	False	False
Lynda&#x27;s_k2_shell	True	19	29	24	True	False	False	False
Lyre	True	106	216	102	True	False	False	False
Lyres_-_half-drop_pattern	True	262	284	251	True	False	False	False
Lyre_2	True	43	43	43	True	False	False	False
Lyre_Pattern,_Lace_Panel	True	108	176	104	True	True	False	False
Lyre_Pattern_XXXIX	True	126	126	126	True	False	False	False
Lysedug_doily_part_1	True	75	75	75	True	False	False	False
Lysedug_doily_part_2	True	69	69	69	True	False	False	False
Lysedug_doily_part_3	True	96	96	96	True	False	False	False
Lysedug_doily_part_4	True	190	190	190	True	False	False	False
Lysedug_doily_part_5	True	65	65	65	True	False	False	False
M	True	824	918	108	True	False	False	False
M2	True	22	22	22	True	False	False	False
Mab_Shawl_Body	True	94	128	93	True	False	False	False
Mab_Shawl_Setup	True	41	132	38	True	True	False	True
Madeira_13	True	46	46	46	True	False	False	False
Madeira_15	True	53	105	49	True	False	False	False
Madeira_Cascade	True	127	164	127	True	False	False	False
Madeira_Cascade_2	True	82	82	82	True	False	False	True
Madeira_Leaf	True	7	35	7	True	False	False	False
Madeira_Mesh	True	24	34	24	True	False	False	False
Made_up_Leaves	True	82	146	82	True	True	False	False
Made_up_Leaves_(copy)	True	82	146	82	True	False	False	False
madness	True	310	642	310	True	False	False	False
Magic	True	3	3	3	True	False	False	True
Magician,_version_1	True	168	262	168	True	False	False	False
Magician,_version_2	True	327	480	327	True	False	False	False
Magic_carpet	True	160	240	160	True	False	False	False
Magic_mirror_small	True	69	203	67	True	False	False	False
magnolia	True	244	404	214	True	False	False	False
Maikell	True	163	343	130	True	False	False	False
Main_Chart_LFTB_(Chart_C)	True	220	750	125	True	True	False	False
Majken_doily_modification	True	81	413	81	True	False	False	False
Make	True	50	50	50	True	False	False	False
make_a_hole	True	95	1565	85	True	False	False	False
Make_a_Lap	True	72	72	72	True	False	False	True
Make_espace	True	364	753	308	True	False	False	False
Making_Waves	True	24	38	26	True	False	False	False
Malabar	True	21	23	21	True	False	False	False
MaLo	True	130	286	130	True	False	False	False
Mama	True	10	28	9	True	False	False	False
Mandelbl	True	26	26	26	True	False	False	False
Mandelbl_2	True	31	31	31	True	True	False	False
Mandelkern	True	33	41	33	True	False	False	False
Mandelkern_(copy)	True	33	41	33	True	False	False	False
Manos_del_Uruguay_-_Chartreuse_Chic	True	313	758	320	True	False	False	False
Maple_Leaf	True	36	73	46	True	False	False	False
Maple_Leaf_2	True	46	50	46	True	False	False	False
Maple_Leaf_V2	True	46	50	46	True	False	False	False
Maple_Leaf_V2_(rounds)	True	40	44	40	True	False	False	False
Maple_Leaf_V3_(rounds)	True	48	48	48	True	False	False	False
Marant_(only_right_face_rows)	True	48	132	48	True	False	False	False
Marant_(only_right_face_rows)_(copy)	True	48	132	48	True	False	False	False
Marant_(right_side_and_wrong_side_rows)	True	44	128	44	True	False	False	False
Margaret_Stove&#x27;s_1b_swatch	True	24	120	24	True	False	False	False
Marguerite_Border	True	80	169	81	True	False	False	False
Mariechens_Schal_Muster_(D)	True	189	395	173	True	True	False	False
Mariechens_Schal_Muster_A	True	10	48	10	True	False	False	False
Mariechens_Schal_Muster_B	True	95	207	95	True	True	False	False
Mariechens_Schal_Muster_C	True	43	69	35	True	True	False	False
Marina_Hat_Draft	True	263	391	195	True	False	False	False
Maripositas_&gt;&lt;	True	210	313	210	True	False	False	False
Markers	True	96	118	96	True	False	False	False
Markus	True	108	212	101	True	False	False	False
Marmelade	True	18	18	18	True	False	False	False
Maroon_shawl_section	True	166	325	169	True	False	False	False
marpleridge	True	4	4	4	True	False	False	True
Mars,_version_1	True	117	148	117	True	False	False	False
Mars,_version_2	True	218	264	218	True	False	False	False
Marsh	True	764	3294	710	True	False	False	False
Marta	True	66	66	66	True	True	False	False
Marta_2	True	37	37	37	True	False	False	False
Martha_Huber	True	130	130	130	True	False	False	False
Martine	True	121	179	112	True	False	False	False
Martin_Hat	True	32	32	32	True	False	False	False
Marva	True	15	15	15	True	False	False	False
Mary&#x27;s_edging	True	91	199	91	True	False	False	False
Mary_cable	True	5	5	5	True	False	False	False
Maschengruppen	True	8	9	8	True	False	False	False
Mask	True	110	418	110	True	False	False	False
Mass_of_Neutrino_dishcloth	True	156	202	126	True	False	False	False
Matrosenrippe	True	16	16	16	True	False	False	False
Mauerwerk	True	15	15	15	True	False	False	True
Mauerwerk_2	True	46	78	46	True	False	False	False
Mauve	True	14	14	14	True	False	False	False
Maxine_(bobbles)	True	35	35	35	True	False	False	False
Maybe	True	59	301	59	True	False	False	False
Maybe_2	True	71	361	55	True	False	False	False
Mayflies	True	36	36	36	True	False	False	False
Maypole	True	37	37	37	True	False	False	False
May_lace	True	19	21	19	True	False	False	False
Mazie	True	33	45	33	True	False	False	False
MDBody	True	4	12	4	True	False	False	False
Meadow	True	48	48	48	True	True	False	False
Meander	True	36	36	36	True	False	False	False
Meandering_Rib	True	64	120	64	True	False	False	False
meandering_Snakes	True	89	139	89	True	False	False	False
Meander_2	True	11	13	11	True	False	False	False
Meander_3	True	21	21	21	True	False	False	False
Meander_4	True	20	20	20	True	False	False	False
meapletest	True	144	180	120	True	False	False	False
Mechlin_Lace	True	129	232	122	True	False	False	False
medaillon	True	133	433	107	True	False	False	False
medaillon_(copy)_(copy)	True	171	387	153	True	False	False	False
medaillon_M	True	110	160	88	True	False	False	False
Medallion	True	24	24	24	True	False	False	False
medium_cddp-free_parachutes	True	71	71	71	True	False	False	False
Medium_Hanging_Leaves_Lace	True	35	35	35	True	False	False	False
Medium_Leaf	True	281	497	247	True	True	False	False
medium_narrow_feather	True	43	61	43	True	False	False	False
Medley	True	14	14	14	True	False	False	False
Meeting_mesh_diamond	True	275	684	233	True	False	False	False
Megabat_(fruitbat_variant)	True	353	420	353	True	False	False	False
Mehr_Kaffeebohnen	True	10	16	10	True	False	False	False
Mehr_Kaffeebohnen_2	True	20	28	20	True	False	False	False
Mehr_Kaffeebohnen_3	True	16	38	16	True	False	False	False
Mehr_Liebe_1_0	True	50	81	50	True	False	False	False
Mehr_Liebe_2_0	True	50	80	50	True	False	False	False
Mein_Strich	True	25	139	23	True	False	False	False
Mel&#x27;s_Pattern	True	108	564	82	True	False	False	True
Mel&#x27;s_Pattern_(variable)	True	92	173	92	True	False	False	False
Melancholy	True	253	368	253	True	False	False	False
Melinda_VerMeer&#x27;s_Estonian_Flamingo_Shawl	True	358	1037	364	True	False	False	False
Melody	True	70	120	70	True	False	False	False
Men&#x27;s_Sailing_Sweater	True	4	4	2	True	False	False	True
meow_shaped	True	44	337	55	True	False	False	False
Merci	True	215	307	215	True	False	False	False
Mergers	True	31	31	31	True	False	False	False
Merkur_Lace	True	87	133	83	True	False	False	False
Mermaid	True	148	246	132	True	False	False	False
Mermaid_2	True	116	159	116	True	False	False	False
mermaid_v1	True	167	232	161	True	False	False	False
mermaid_v2	True	333	464	321	True	False	False	False
Mermaid_Washcloth	True	354	1176	244	True	False	False	False
Mesh	True	9	9	9	True	False	False	False
Mesh_2	True	11	11	11	True	False	False	False
Mesh_3	True	7	7	7	True	False	False	False
Mesh_Bag	True	18	114	18	True	True	False	False
mesh_checkout	True	84	256	60	True	False	False	False
Mesh_experiment	True	12	12	12	True	False	False	False
Mesh_Hair_net	True	328	1398	304	True	False	False	False
Mesh_I	True	32	116	40	True	False	False	False
Mesh_in_rounds_(1)	True	5	5	5	True	False	False	True
Mesh_in_rounds_(1)_(copy)	True	8	25	8	True	False	False	False
Mesh_in_rounds_(2)	True	5	5	5	True	False	False	False
Mesh_in_rounds_(3)	True	5	5	5	True	False	False	True
Mesh_in_rounds_(4)	True	5	5	5	True	False	False	False
Mesh_Lace	True	3	3	3	True	False	False	False
Mesh_ladder	True	14	14	14	True	False	False	False
Mesh_shawl_setup	True	121	163	121	True	False	False	False
Mesh_shawl_setup_2	True	81	129	81	True	False	False	False
Mesh_Test_Pattern	True	5	5	5	True	False	False	False
Mesh_with_diamond	True	105	293	105	True	False	False	False
Mesh_with_nups	True	25	25	25	True	False	False	False
Mesh_with_special_decreases	True	11	11	11	True	False	False	False
Messy_medieval_hood_P1	True	37	944	37	True	False	False	False
Messy_medieval_hood_p2	False	34	556	34	True	False	False	False
Messy_medieval_hood_p3	True	34	912	26	True	True	False	True
meta_Cable	True	343	446	343	True	False	False	False
meta_knit	True	117	141	117	True	False	False	False
meta_Lace	True	108	128	104	True	False	False	False
Metro	True	28	28	28	True	False	False	False
Metro_2	True	58	110	50	True	False	False	False
mettes	True	85	246	76	True	False	False	False
Mettes_test	True	70	196	63	True	False	False	False
Mexican_Edging	True	551	800	418	True	False	False	False
Mexican_Insertion	True	156	200	108	True	False	False	False
